target,effect,condition_scope,category_id,trust_level,evidence_source_type,evidence_summary,source1_title,source1_url,source1_publisher,source1_type,source2_title,source2_url,source2_publisher,source2_type
"차전자피(식이섬유, 프시일리움)",체중 감량,,2,PENDING,메타분석 간 상충(RCT),"일부 메타분석(RCT 6건 통합)은 차전자피(프시일리움)를 하루 평균 10.8g씩 평균 4.8개월 섭취할 경우 체중 2.1kg, BMI 0.8, 허리둘레 2.2cm 감소 등 유의한 효과가 있다고 보고했다. 그러나 2025년 Journal of Health, Population and Nutrition에 실린 더 큰 규모의 용량-반응 메타분석은 다수의 RCT를 종합한 결과 체중에 대한 유의한 감소 효과가 뚜렷하지 않다고 결론지었다. 연구별로 용량·섭취 기간·대상군이 달라 결과가 엇갈리며, 혈당·콜레스테롤 개선 효과에 비해 체중감량 근거는 상대적으로 약하다는 평가다.",Psyllium is a natural nonfermented gel-forming fiber that is effective for weight loss: A comprehensive review and meta-analysis,https://www.ovid.com/jnls/jaanp/fulltext/10.1097/jxx.0000000000000882~psyllium-is-a-natural-nonfermented-gel-forming-fiber-that-is,Journal of the American Association of Nurse Practitioners,META_ANALYSIS,The effect of psyllium consumption on anthropometric indices: a systematic review and dose-response meta-analysis of randomized controlled trials,https://link.springer.com/article/10.1186/s41043-025-01103-x,"Journal of Health, Population and Nutrition (Springer)",META_ANALYSIS
공복 유산소 운동,체지방 감소(식후 운동 대비 추가 효과),,2,NO_EVIDENCE,무작위대조시험(RCT) 및 메타분석,"공복 상태 유산소 운동은 운동 중 지방 산화율을 일시적으로 높이지만, 이것이 장기적인 체지방 감소로 이어진다는 근거는 없다. 2014년 Journal of the International Society of Sports Nutrition에 발표된 무작위대조시험(여성 20명, 4주)은 공복 운동군과 식후 운동군의 체지방 감소량에 유의한 차이가 없었다고 보고했다. 2016년 British Journal of Nutrition에 실린 체계적 문헌고찰·메타분석(RCT 5건, 96명)도 공복·식후 운동 간 체중 변화 차이가 미미하다고 결론지으며, 체지방 감소는 운동 시점보다 전체 열량 수지에 좌우된다고 강조했다.",Body composition changes associated with fasted versus non-fasted aerobic exercise,https://pmc.ncbi.nlm.nih.gov/articles/PMC4242477/,Journal of the International Society of Sports Nutrition,RCT,Effects of aerobic exercise performed in fasted v. fed state on fat and carbohydrate metabolism in adults: a systematic review and meta-analysis,https://pubmed.ncbi.nlm.nih.gov/27609363/,British Journal of Nutrition,META_ANALYSIS
원푸드 다이어트,단기 체중 감량,,2,NO_EVIDENCE,전문가 의견 및 건강정보센터 종설,"원푸드 다이어트(한 가지 음식 위주 식단)로 초기에 체중이 빠르게 줄어드는 것처럼 보이지만, 이는 대부분 체지방이 아니라 수분과 근육 손실에 의한 것으로 알려져 있다. 전문가들은 극단적 열량 제한이 기초대사량을 낮추고 근육 분해, 전해질 불균형, 영양 결핍(피부 건조, 탈모, 호르몬 불균형 등)을 유발하며, 식습관을 되돌리면 요요현상이 나타나기 쉽다고 지적한다. 원푸드 다이어트의 체중감량 효과나 안전성을 검증한 무작위대조시험은 확인되지 않으며, 대중매체·다이어트 업계에서 주로 소개되는 방법이다.","""원푸드 다이어트, 요요 유발·장기 손상 초래""… 진짜 살 빠지는 식사법은?",https://news.hidoc.co.kr/news/articleView.html?idxno=55381,하이닥(Hidoc),REVIEW,원푸드 다이어트의 허와 실,https://hqcenter.snu.ac.kr/archives/jiphyunjeon/%EC%9B%90%ED%91%B8%EB%93%9C-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%EC%9D%98-%ED%97%88%EC%99%80-%EC%8B%A4,서울대학교 국민건강지식센터,REVIEW
CLA(공액리놀레산) 보조제,체지방 감소,장기 섭취 시,2,PENDING,메타분석(RCT),"2012년 발표된 체계적 문헌고찰·메타분석은 CLA가 위약 대비 평균 체중 0.70kg, 체지방 1.33kg의 통계적으로 유의한 감소를 보였으나 ""장기적으로 임상적으로 의미 있는 체성분 변화를 만든다고 확신할 수 있는 근거는 아니다""라고 결론지었다. 2023년 GRADE 평가 기반 용량-반응 메타분석은 CLA 보충이 공복혈당과 간효소(AST) 수치를 유의하게 높일 수 있다고 보고해 대사적 부작용 가능성도 함께 제기됐다. 변비·설사 등 소화기 부작용도 흔히 보고되어, 작은 효과 크기 대비 잠재적 위험을 함께 고려해야 한다는 평가가 많다.",The efficacy of long-term conjugated linoleic acid (CLA) supplementation on body composition in overweight and obese individuals: a systematic review and meta-analysis of randomized clinical trials,https://www.ncbi.nlm.nih.gov/books/NBK98502/,"DARE, NCBI Bookshelf (Centre for Reviews and Dissemination, University of York)",SYSTEMATIC_REVIEW,"The effects of conjugated linoleic acid supplementation on glycemic control, adipokines, cytokines, malondialdehyde and liver function enzymes in patients at risk of cardiovascular disease: a GRADE-assessed systematic review and dose-response meta-analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10552395/,PMC (PubMed Central),META_ANALYSIS
고단백(프로틴) 다이어트,체중 감량 및 포만감 증가,일반 식단 대비 단백질 비율을 높인 경우,2,CLINICAL_EVIDENCE,메타분석(RCT) 및 체계적 문헌고찰,"2021년 Nutrients에 발표된 체계적 문헌고찰·메타분석(37개 연구 종합)은 단백질 섭취 비율을 높인 식이가 대조군 대비 평균 1.6kg의 추가 체중 감소 효과를 보였다고 보고했다. 2020년 European Journal of Nutrition에 실린 체계적 문헌고찰(연구 10건, 1,079명)도 고단백 섭취가 포만감을 유의하게 높이는 것으로 나타났다고 밝혔다. 다만 저자들은 효과 크기가 개인의 혈당 조절 능력이나 유전적 요인에 따라 달라질 수 있고, 탄수화물 섭취 감소 등 다른 요인과 효과가 혼재되어 있을 가능성을 지적했다.",Are Dietary Proteins the Key to Successful Body Weight Management? A Systematic Review and Meta-Analysis of Studies Assessing Body Weight Outcomes after Interventions with Increased Dietary Protein,https://pmc.ncbi.nlm.nih.gov/articles/PMC8468854/,Nutrients (MDPI),META_ANALYSIS,Dietary protein and appetite sensations in individuals with overweight and obesity: a systematic review,https://pubmed.ncbi.nlm.nih.gov/32648023/,European Journal of Nutrition,SYSTEMATIC_REVIEW
저녁 6시 이후 금식(이른 시간제한 식이),체중 감량,총 섭취 열량이 동일하게 제한된 경우,2,PENDING,무작위대조시험(RCT),"2022년 NEJM에 발표된 1년간 무작위대조시험(비만 성인 139명)에서 오전 8시~오후 4시로 식사시간을 제한하며 열량을 제한한 군(8.0kg 감량)과 단순 열량 제한만 한 군(6.3kg 감량)을 비교한 결과, 두 군 간 체중 감소 차이는 통계적으로 유의하지 않았다(순차이 -1.8kg, 95% CI -4.0~0.4). 즉 저녁을 일찍 마치고 공복 시간을 늘리는 전략 자체가 별도의 체중감량 효과를 더하는 것이 아니라, 전체 섭취 열량이 줄어든 결과로 체중이 감소하는 것으로 나타났다. Nutrition & Diabetes에 발표된 또 다른 무작위대조시험에서도 유사한 결론이 나왔다.",Calorie Restriction with or without Time-Restricted Eating in Weight Loss,https://www.nejm.org/doi/full/10.1056/NEJMoa2114833,New England Journal of Medicine (NEJM),RCT,"Effect of time restricted eating on body weight and fasting glucose in participants with obesity: results of a randomized, controlled, virtual clinical trial",https://www.nature.com/articles/s41387-021-00149-0,Nutrition & Diabetes (Nature),RCT
MCT 오일(중쇄지방산),체중 감량,장쇄지방산(LCT) 대체 섭취 시,2,PENDING,메타분석(RCT),"2015년 Journal of the Academy of Nutrition and Dietetics에 발표된 메타분석(RCT 13건, 749명)은 중쇄지방산(MCT) 오일을 장쇄지방산(LCT) 대신 섭취할 경우 평균 0.51kg의 체중 감소와 허리둘레·체지방 일부 감소를 보였다고 보고했다. 그러나 저자들은 상당수 연구가 품질 평가에 필요한 정보가 부족했고 상업적 이해관계(기업 후원)에 따른 편향 가능성이 있다고 지적했다. 2024년 Clinical Nutrition에 실린 체계적 문헌고찰도 유사한 소폭의 효과를 재확인했지만, 절대적 효과 크기가 0.5kg 안팎으로 작아 임상적으로 체감할 만한 다이어트 효과로 보기는 어렵다는 평가다.",Effects of Medium-Chain Triglycerides on Weight Loss and Body Composition: A Meta-Analysis of Randomized Controlled Trials,https://pubmed.ncbi.nlm.nih.gov/25636220/,Journal of the Academy of Nutrition and Dietetics,META_ANALYSIS,The impact of medium-chain triglycerides on weight loss and metabolic health in individuals with overweight or obesity: A systematic review and meta-analysis,https://www.clinicalnutritionjournal.com/article/S0261-5614(24)00208-5/abstract,Clinical Nutrition,SYSTEMATIC_REVIEW
라즈베리케톤,체지방 분해 촉진 및 체중 감량,,2,NO_EVIDENCE,근거 부재(동물실험 위주) 및 안전성 검토,"라즈베리케톤의 체중감량 효과를 뒷받침하는 근거는 거의 전적으로 동물·세포 실험에서 나온 것으로, 사람을 대상으로 라즈베리케톤 단독의 효과를 검증한 무작위대조시험은 존재하지 않는다. 미국 국방부 산하 OPSS(Operation Supplement Safety)는 ""라즈베리케톤이 체중감량 보충제 성분으로서 안전하거나 효과적이라는 근거가 없다""고 명시한다. 2015년 Regulatory Toxicology and Pharmacology에 발표된 안전성 검토 논문은 시중 보충제의 권장 섭취량(1일 100~1,400mg)이 식품 첨가물로 자연 섭취되는 양의 수십~수백 배에 달해 독성 자료도 부족하다고 지적했다.",Raspberry Ketone: Dietary Supplements for Weight Loss,https://www.opss.org/article/raspberry-ketone-dietary-supplements-weight-loss,"Operation Supplement Safety (OPSS), U.S. Department of Defense",OFFICIAL,"Raspberry ketone in food supplements--High intake, few toxicity data--A cause for safety concern?",https://pubmed.ncbi.nlm.nih.gov/26160596/,Regulatory Toxicology and Pharmacology,REVIEW
곤약(글루코만난) 식이섬유,체중 감량,"저칼로리 식단과 병행, 1일 3g 섭취 시",2,PENDING,유럽식품안전청(EFSA) 공식 평가 및 메타분석(RCT),"유럽식품안전청(EFSA)은 2010년 곤약에서 추출한 글루코만난을 저칼로리 식단과 병행해 1일 3g(식전 1g씩 3회, 물 250~500mL와 함께) 섭취할 경우 체중감량에 기여한다는 건강강조표시(health claim, Q-2009-00373)를 승인했고, 이는 EU 규정 432/2012에 반영되어 있다. 그러나 2014년 Journal of the American College of Nutrition에 발표된 체계적 문헌고찰·메타분석(RCT 9건, 391명)은 전체적으로는 위약 대비 통계적으로 유의한 체중 감소를 확인하지 못했으며, 교차연구를 제외하거나 동반질환이 없는 하위군만 분석했을 때에만 작은 유의한 효과(-1.0~-1.05kg)가 나타났다고 밝혔다. 공식 건강강조표시가 존재함에도 근거 수준 자체는 제한적이라는 평가다.",Scientific Opinion on the substantiation of health claims related to konjac mannan (glucomannan) and reduction of body weight,https://www.efsa.europa.eu/en/efsajournal/pub/1798,European Food Safety Authority (EFSA),OFFICIAL,The Efficacy of Glucomannan Supplementation in Overweight and Obesity: A Systematic Review and Meta-Analysis of Randomized Clinical Trials,https://www.tandfonline.com/doi/abs/10.1080/07315724.2014.870013,Journal of the American College of Nutrition,META_ANALYSIS
강황(커큐민),무릎 골관절염 통증 및 기능 개선,"무릎 골관절염 환자, 6개월 이내 단기 사용 기준",3,CLINICAL_EVIDENCE,메타분석(RCT 체계적 문헌고찰),"무릎 골관절염 환자를 대상으로 한 15건의 무작위대조시험 메타분석에서 커큐미노이드는 위약 대비 통증(VAS)과 WOMAC 총점을 유의하게 개선시켰고, 일부 비교에서는 NSAIDs와 유사한 수준의 효과를 보였다. 다만 연구 간 이질성이 크고 추적 기간이 대부분 6개월 이내로 짧아 장기 효과와 최적 용량은 아직 불분명하며, 저자들도 신중한 임상 적용을 권고했다.",Efficacy and safety of curcuminoids alone in alleviating pain and dysfunction for knee osteoarthritis: a systematic review and meta-analysis of randomized controlled trials,https://pmc.ncbi.nlm.nih.gov/articles/PMC9580113/,BMC Complementary Medicine and Therapies,SYSTEMATIC_REVIEW,"An Investigation into the Effects of a Curcumin Extract (Curcugen®) on Osteoarthritis Pain of the Knee: A Randomised, Double-Blind, Placebo-Controlled Study",https://www.mdpi.com/2072-6643/14/1/41,Nutrients (MDPI),RCT
프로바이오틱스,과민성대장증후군(IBS) 전반 증상 완화,"균주·제제별 효과 차이가 크며, 미국소화기학회는 사용에 조건부로 반대 권고",3,PENDING,임상진료지침(ACG) 및 메타분석,"일부 메타분석(59건 RCT, 6761명)은 프로바이오틱스가 위약 대비 증상 개선 위험비 1.52로 유의한 효과를 보였다고 보고했지만, 미국소화기학회(ACG) 2021 가이드라인은 37건 시험을 검토한 뒤 근거의 질이 '매우 낮음'이라며 IBS 전반 증상 치료에 프로바이오틱스 사용을 조건부로 반대 권고했다. 균주·제제·용량이 연구마다 달라 어떤 균주가 어떤 IBS 아형에 효과적인지 특정할 수 없는 상태다.",ACG Clinical Guideline: Management of Irritable Bowel Syndrome,https://webfiles.gi.org/links/PCC/ACG_Clinical_Guideline__Management_of_Irritable.11.pdf,American College of Gastroenterology (ACG),OFFICIAL,Efficacy and Safety of Probiotics in Irritable Bowel Syndrome: A Systematic Review and Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC7147251/,Frontiers in Pharmacology,META_ANALYSIS
마늘(보충제),경도~중등도 고혈압 환자의 수축기 혈압 감소,"고혈압 진단을 받은 성인 대상, 정상혈압자에서는 효과 미미",3,CLINICAL_EVIDENCE,메타분석(RCT),"고혈압 환자를 대상으로 한 메타분석에서 마늘 보충제(분말·추출물)는 위약 대비 수축기 혈압을 평균 8mmHg 안팎, 이완기 혈압을 4~5mmHg가량 낮췄다. 최근 갱신된 메타분석에서도 같은 방향의 유의한 효과가 재확인됐다. 다만 대부분 연구 규모가 작고 기간이 짧아 심혈관 사건 예방 효과까지 입증됐다고 보기는 이르며, 정상혈압인 사람에서는 효과가 뚜렷하지 않다.",Effect of garlic on blood pressure: A systematic review and meta-analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC2442048/,BMC Cardiovascular Disorders,META_ANALYSIS,The effect of garlic on the lowering of blood pressure in the patients with hypertension: an updated meta-analysis and trial sequential analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC12303591/,PMC (peer-reviewed journal meta-analysis),META_ANALYSIS
히비스커스차,경계성~1단계 고혈압의 수축기 혈압 감소,"치료 전 혈압이 높았던 성인에서 효과가 더 크며, 하루 2~3잔 섭취 기준 연구가 다수",3,CLINICAL_EVIDENCE,메타분석(RCT 체계적 문헌고찰),"Nutrition Reviews에 실린 체계적 문헌고찰·메타분석에서 히비스커스차는 위약 대비 수축기 혈압을 유의하게 낮췄으며, 치료 전 혈압이 높았던 사람일수록 감소폭이 컸다. 다른 메타분석에서도 수축기·이완기 혈압이 각각 4~7mmHg가량 감소하는 것으로 나타났지만, 최적 용량·섭취 기간에 대한 합의는 아직 부족하고 항고혈압제를 대체할 수 있는 수준은 아니다.",A systematic review and meta-analysis of the effects of Hibiscus sabdariffa on blood pressure and cardiometabolic markers,https://academic.oup.com/nutritionreviews/article/80/6/1723/6470525,Nutrition Reviews (Oxford University Press),META_ANALYSIS,The efficacy of sour tea (Hibiscus sabdariffa L.) on selected cardiovascular disease risk factors: A systematic review and meta-analysis of randomized clinical trials,https://pubmed.ncbi.nlm.nih.gov/31943427/,Phytotherapy Research,META_ANALYSIS
계피(시나몬),제2형 당뇨 환자의 공복혈당 감소,"공복혈당 수치에 한정된 효과이며, 장기 혈당조절 지표인 당화혈색소(HbA1c) 개선 근거는 부족함",3,PENDING,"메타분석(RCT), 연구 간 이질성 큼","Annals of Family Medicine에 실린 메타분석(16건 RCT, 638명)은 계피 섭취가 공복혈당·총콜레스테롤·중성지방을 유의하게 낮췄다고 보고했지만, 당뇨 관리의 핵심 장기 지표인 당화혈색소(HbA1c)에는 유의한 효과가 없었다. 이후 발표된 메타분석들도 계피 종류(카시아 vs 실론)와 용량 편차가 커 결과가 일관되지 않으며, 당뇨병 관리 수단으로 권고하기엔 근거가 아직 부족하다.",Cinnamon Use in Type 2 Diabetes: An Updated Systematic Review and Meta-Analysis,https://www.annfammed.org/content/11/5/452,Annals of Family Medicine,META_ANALYSIS,Cinnamon intake lowers fasting blood glucose: meta-analysis,https://www.ncbi.nlm.nih.gov/books/NBK82829/,"Centre for Reviews and Dissemination (DARE), NCBI Bookshelf",SYSTEMATIC_REVIEW
사과식초,식후 혈당 및 인슐린 반응 완화,"대부분 단일 식사 내 급성 효과를 본 소규모 단기 연구이며, 사과식초를 특정해 검증한 장기 연구는 적음",3,PENDING,메타분석 및 소규모 RCT,"식초 섭취가 식후 혈당·인슐린 곡선하면적(AUC)을 유의하게 줄인다는 메타분석 결과가 있으며, 제2형 당뇨 환자 80명 대상 소규모 RCT에서도 8주간 사과식초 섭취군의 공복혈당·당화혈색소가 유의하게 개선됐다. 다만 대부분 연구가 표본 수가 작고 기간이 짧아 사과식초를 당뇨병 관리 보조 수단으로 일반화하기는 이르며, 원액을 희석 없이 마실 경우 치아 부식·식도 자극 위험도 있다.",Vinegar consumption can attenuate postprandial glucose and insulin responses; a systematic review and meta-analysis of clinical trials,https://pubmed.ncbi.nlm.nih.gov/28292654/,Diabetes Research and Clinical Practice,META_ANALYSIS,"The improvement effect of apple cider vinegar as a functional food on anthropometric indices, blood glucose and lipid profile in diabetic patients: a randomized controlled clinical trial",https://pmc.ncbi.nlm.nih.gov/articles/PMC10679383/,Frontiers in Clinical Diabetes and Healthcare,RCT
크랜베리(주스·보충제),재발성 요로감염(방광염) 예방,"재발성 요로감염이 있는 여성과 소아, 방광 시술 후 취약군에 한해 효과가 확인됨(노인 요양시설 거주자·임신부·신경인성방광 환자는 효과 없음)",3,CLINICAL_EVIDENCE,메타분석(Cochrane),"2023년 개정된 Cochrane 리뷰(50건 연구, 8857명)는 크랜베리 제품이 재발성 요로감염이 있는 여성(위험비 0.74)과 소아(위험비 0.46), 방광 시술 후 취약군(위험비 0.47)에서 증상성·배양확인 요로감염 위험을 중등도 확실성으로 낮췄다고 결론지었다. 그러나 요양시설 노인, 임신부, 신경인성방광 환자에서는 유의한 효과가 없었고, 항생제와 비교했을 때는 차이가 거의 없었다.",Cranberries for preventing urinary tract infections,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001321.pub7/full,Cochrane Database of Systematic Reviews,META_ANALYSIS,Cranberries for preventing urinary tract infections,https://www.cochrane.org/evidence/CD001321_cranberries-preventing-urinary-tract-infections,Cochrane (plain-language summary),REVIEW
아연(보충제),감기 증상 지속 기간 단축,감기 증상 시작 후 치료 목적 복용 시에 한함(예방 목적 복용은 효과 없음),3,PENDING,"메타분석(Cochrane), 근거 확실성 낮음","2024년 Cochrane 리뷰(치료 8건·972명, 예방 15건 분석)는 아연을 감기 증상 발생 후 복용하면 평균 약 2일 정도 감기 기간이 짧아질 수 있다는 저확실성 근거를 제시했지만, 연구마다 아연 종류·용량·투여법이 달라 결론이 불확실하다고 밝혔다. 예방 목적 복용은 위약과 차이가 없었고, 구역·불쾌한 맛 등 위장관 부작용도 흔해 연구진 스스로 '아직 확실히 결론 내리기 이르다'고 평가했다.",Zinc for prevention and treatment of the common cold,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014914.pub2/full,Cochrane Database of Systematic Reviews,META_ANALYSIS,Inconclusive evidence suggests zinc may slightly shorten common cold,https://www.cochrane.org/about-us/news/inconclusive-evidence-suggests-zinc-may-slightly-shorten-common-cold,Cochrane,REVIEW
멜라토닌,불면증 수면잠복기 단축 및 수면의 질 개선,효과 크기는 작음(평균 입면시간 약 7분 단축); 소아·청소년 불면증에서 더 뚜렷하고 성인 만성 불면증에서는 효과가 제한적,3,CLINICAL_EVIDENCE,메타분석(RCT),"19건의 무작위대조시험(1683명)을 분석한 메타분석에서 멜라토닌은 위약 대비 수면잠복기를 평균 7분가량 유의하게 단축시키고 총 수면시간과 수면의 질도 통계적으로 유의하게 개선시켰다. 다만 절대적인 효과 크기는 벤조디아제핀 계열 수면제보다 작으며, 비동반질환 성인 불면증에서는 효과가 뚜렷하지 않다는 후속 연구도 있어 '부작용이 적은 보조 수단' 정도로 이해하는 것이 적절하다.",Meta-Analysis: Melatonin for the Treatment of Primary Sleep Disorders,https://pmc.ncbi.nlm.nih.gov/articles/PMC3656905/,PLoS ONE,META_ANALYSIS,Melatonin for the Treatment of Insomnia: A 2022 Update,https://www.ncbi.nlm.nih.gov/books/NBK605080/,NCBI Bookshelf,REVIEW
오메가3 지방산,경도~중등도 우울 증상 개선 보조,"EPA 비율 60% 이상, 저용량(하루 1g 이하) 제제에서 주로 유의했고 DHA 위주 제제는 효과 없음; 연구 간 이질성이 매우 큼",3,PENDING,"메타분석(RCT), 이질성 높음","Translational Psychiatry에 실린 메타분석은 오메가3 지방산이 우울 증상을 위약보다 유의하게 개선시켰다고 보고했지만, 효과 크기는 작음~중간 수준(표준화 평균차 -0.28)에 그쳤고 연구 간 이질성 지표(I²)가 75%에 달할 정도로 결과 편차가 컸다. EPA 비율이 높고 저용량인 제제에서만 뚜렷한 효과가 나타나 특정 제제·용량 조건을 만족해야 하며, 우울증 표준 치료를 대체할 근거는 아니다.",Efficacy of omega-3 PUFAs in depression: A meta-analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC6683166/,Translational Psychiatry,META_ANALYSIS,,,,
비타민D,급성호흡기감염 예방,"특히 혈중 비타민D 농도가 낮았던 사람에서 효과가 뚜렷했고, 매일 또는 매주 저용량으로 나눠 투여할 때 효과가 있었음(고용량을 간헐적으로 투여하는 방식은 효과 없음)",3,CLINICAL_EVIDENCE,"메타분석(개별참가자 데이터, BMJ)","2017년 BMJ에 실린 개별참가자 데이터 메타분석(RCT 25건, 1만1천여 명)은 비타민D 보충이 급성호흡기감염 위험을 전반적으로 낮췄으며, 특히 기저 비타민D 결핍자에서 효과가 뚜렷했다고 밝혔다. 2021년 갱신된 집계자료 메타분석(37건)에서도 통계적으로 유의한 예방 효과(오즈비 0.92)가 재확인됐지만, 효과 크기는 크지 않고 고용량을 간헐적으로 투여하는 방식에서는 이득이 없었다.",Vitamin D supplementation to prevent acute respiratory tract infections: systematic review and meta-analysis of individual participant data,https://www.bmj.com/content/356/bmj.i6583,The BMJ,META_ANALYSIS,Vitamin D supplementation to prevent acute respiratory infections: a systematic review and meta-analysis of aggregate data from randomised controlled trials,https://www.sciencedirect.com/science/article/pii/S2213858721000516,The Lancet Diabetes & Endocrinology,META_ANALYSIS
에키네시아,감기 예방 및 치료,예방·치료 목적 모두 임상적으로 의미 있는 효과가 통계적으로 확인되지 않음,3,NO_EVIDENCE,메타분석(Cochrane),"Cochrane 리뷰(24건 시험, 4631명)는 에키네시아 제제가 감기 예방에 통계적으로 유의한 효과를 보이지 못했으며, 치료 목적으로도 '임상적으로 의미 있는 치료 효과에 대한 근거는 약하다'고 결론지었다. 예방 시험들이 대체로 긍정적인 방향을 보이긴 했으나 통계적 유의성에 도달하지 못했고, 제품마다 제조 방식과 성분이 크게 달라 명확한 결론을 내리기 어려웠다.",Echinacea for preventing and treating the common cold,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000530.pub3/full,Cochrane Database of Systematic Reviews,META_ANALYSIS,Echinacea for preventing and treating the common cold,https://www.cochrane.org/evidence/CD000530_echinacea-preventing-and-treating-common-cold,Cochrane (plain-language summary),REVIEW
생강,임신 초기 입덧(오심) 완화,"오심(메스꺼움) 완화 효과는 유의했으나 구토 횟수 감소는 유의하지 않았고, 하루 1500mg 미만 저용량이 더 효과적인 경향",3,CLINICAL_EVIDENCE,메타분석(RCT),"Nutrition Journal에 실린 메타분석은 생강이 위약 대비 임신 초기 오심 증상을 유의하게 개선시켰다고 보고했으나, 구토 횟수 자체를 유의하게 줄이지는 못했다. Cochrane의 임신 초기 오심·구토 중재 리뷰(41건, 5449명) 역시 생강을 포함한 여러 중재의 근거 수준이 전반적으로 낮다고 평가했지만, 생강은 유산 위험 증가 없이 비교적 안전한 것으로 나타나 '해가 적고 효과 가능성이 있는' 선택지로 평가된다.",A systematic review and meta-analysis of the effect and safety of ginger in the treatment of pregnancy-associated nausea and vomiting,https://pmc.ncbi.nlm.nih.gov/articles/PMC3995184/,Nutrition Journal,META_ANALYSIS,Interventions for nausea and vomiting in early pregnancy,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007575.pub4/full,Cochrane Database of Systematic Reviews,SYSTEMATIC_REVIEW
콜라겐 보충제,무릎 골관절염 통증 완화,포함된 임상시험 대부분이 비뚤림 위험이 높고 규모가 작아(507명 규모) 확증적 근거로 보기 어려움,3,PENDING,"메타분석(RCT), 비뚤림 위험 높음","무릎 골관절염 환자 507명을 포함한 4건의 RCT 메타분석에서 콜라겐 펩타이드는 위약 대비 통증을 유의하게 줄였다(표준화 평균차 -0.58). 그러나 포함된 모든 시험이 ROB 2.0 평가에서 '비뚤림 위험 높음'으로 분류됐고 근거의 확실성도 통증 지표는 '중간', 이상반응 지표는 '매우 낮음'에 그쳐, 저자들도 잘 설계된 대규모 후속 연구가 필요하다고 명시했다.",Analgesic efficacy of collagen peptide in knee osteoarthritis: a meta-analysis of randomized controlled trials,https://pmc.ncbi.nlm.nih.gov/articles/PMC10505327/,Journal of Orthopaedic Surgery and Research,META_ANALYSIS,Are Collagen Supplements Helpful for Arthritis?,https://www.arthritis.org/health-wellness/treatment/complementary-therapies/supplements-and-vitamins/can-collagen-supplements-help-arthritis,Arthritis Foundation,REVIEW
디톡스 주스/클렌즈,체내 독소 배출 촉진,특정 독소를 제거한다는 주장을 뒷받침하는 임상 근거 없음,3,NO_EVIDENCE,전문가 리뷰 및 보건기관 자료,"미국 국립보완통합보건센터(NCCIH)는 디톡스·클렌즈 제품과 다이어트가 체내 독소를 제거한다는 주장을 뒷받침할 만한 설득력 있는 연구가 없다고 명시하고 있으며, 간·신장·폐·피부 등은 별도의 '디톡스' 없이도 지속적으로 노폐물을 제거한다고 설명한다. MD 앤더슨 암센터 등 의료기관도 디톡스 주스가 초기 체중 감소를 보이더라도 이는 단순한 칼로리 제한 효과이며, 오히려 식이섬유 부족으로 장내 미생물 균형을 해칠 수 있다고 경고한다.","""Detoxes"" and ""Cleanses"": What You Need To Know",https://www.nccih.nih.gov/health/detoxes-and-cleanses-what-you-need-to-know,NCCIH (미국 국립보완통합보건센터),OFFICIAL,The Facts Behind 5 Detox Myths: Should You Detox Your Body?,https://www.mdanderson.org/cancerwise/the-facts-behind-5-detox-myths-should-you-detox-your-body.h00-159856923.html,MD Anderson Cancer Center,REVIEW
나이아신아마이드,색소침착(기미) 개선 및 피지 조절,"4~5% 농도, 8주 이상 도포 시",4,CLINICAL_EVIDENCE,"무작위대조시험(RCT, split-face)","기미(멜라스마) 환자 27명을 대상으로 한 8주 이중맹검 스플릿페이스 RCT에서 4% 나이아신아마이드 크림을 4% 하이드로퀴논과 비교한 결과, MASI 점수가 나이아신아마이드 도포 측에서 62%, 하이드로퀴논 측에서 70% 감소했으며 '양호~우수' 개선을 보인 환자 비율은 각각 44%, 55%로 큰 차이가 없었다. 조직검사에서도 표피 멜라닌 및 비만세포 침윤 감소가 확인됐고, 부작용은 나이아신아마이드군(18%)이 하이드로퀴논군(29%)보다 적었다. 다만 27명 규모의 단일 스플릿페이스 연구로, 더 큰 규모의 재현 연구가 뒷받침되면 좋다.","A Double-Blind, Randomized Clinical Trial of Niacinamide 4% versus Hydroquinone 4% in the Treatment of Melasma",https://pmc.ncbi.nlm.nih.gov/articles/PMC3142702/,Dermatology Research and Practice (Hindawi),RCT,,,,
